victim.country.,actor.external.country.,actor.partner.country.,action.hacking.vector.,action.malware.vector.,action.misuse.vector.,action.physical.vector.,action.social.vector.,victim.industry2.
RU,US,,Web application,,,,,92
US,,,,,,,,92
Unknown,SY,,Unknown,,,,,00
US,Unknown,,,,,Personal residence,,62
CA,,,,,,,,53
US,,,,,LAN access,,Documents,62
US,,,,,,,,62
US,,,,,,,,92
US,,,,,,,,62
US,,,,,LAN access,,,62
Unknown,Unknown,,Web application,,Unknown,,,81
EC,Unknown,,Partner,Unknown,,,,52
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim work area,,44
US,US,,,,,,Documents,62
JP,,,,,,,,92
US,Unknown,,,,,Personal residence,,62
US,Unknown,,Unknown,,,,,92
US,Unknown,,,Direct install,,,,71
US,Unknown,,Unknown,,,,,51
TW,Unknown,,Backdoor or C2,Unknown,,Partner facility,,52
US,IL,,Web application,,,,,00
US,,,,,,,,92
TH,MY,,,,,Victim public area,,52
US,Unknown,,,Unknown,,,,54
US,,,,,LAN access,,,62
US,,,,,,,,52
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,,,Victim public area,,52
CN,,,,,,,,52
US,,,,,,Victim grounds,,00
US,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,54
AU,Unknown,,,,,,Unknown,92
US,Unknown,,,,,Partner facility,,44
US,Unknown,,,,,Unknown,,62
AU,,,,,,,,81
US,,Unknown,,,Unknown,,,62
US,Unknown,,,,,Public facility,,52
GB,,,,,,,,92
US,,,,,Physical access,,,92
US,Unknown,,,,,,Email,62
AU,AU,,Unknown,,,,Email,61
US,Unknown,,,,,Victim work area,,00
US,,,,,,,,92
US,,,,,LAN access,,,62
US,,,,,LAN access,,,62
US,US,,,,Physical access,,,51
US,Unknown,,Web application,,,,,44
CN,Unknown,,,,LAN access,,Unknown,92
US,,,,,,,,62
US,,,,,,,,92
US,,US,,,,,,62
US,Unknown,,,,,,,62
US,Unknown,,Backdoor or C2,Download by malware,,,,44
US,Unknown,,,,,Victim secure area,,62
BY,RU,,Backdoor or C2,Email attachment,,,Email,22
US,,,,,,,,92
IE,,,,,,,,52
MY,Unknown,,Web application,,,,,51
US,,,,,,,,54
US,Unknown,,Unknown,,,,,62
GB,,,,,,,,92
AU,,,,,,,,92
US,,,,,LAN access,,,62
MY,Unknown,,Web application,,,,,56
US,,,,,LAN access,,,44
BS,Unknown,,,Unknown,,,,72
US,,,,,,,,51
MY,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,,,,,LAN access,,,92
US,Unknown,,Web application,Unknown,,,,56
US,,,,,,,,51
NZ,,,,,LAN access,,,62
GB,,,,,,,,55
US,,,,,LAN access,,,62
US,,,,,,,,52
AU,Unknown,,Web application,,,,,56
GB,Unknown,,Web application,,,,,81
US,,,,,,,,62
US,US,,,,LAN access,,Unknown,62
US,,,,,,,,62
US,,,,,,,,52
US,Unknown,,Web application,,,,,62
US,,,,,LAN access,,,52
US,,,,Removable media,,,,48
AU,,,,,,,,51
US,,,,,,,,44
US,,,,,LAN access,,,92
TH,,,,,,,,92
US,Unknown,,,,,Unknown,,61
GB,,,,,,,,62
US,,,,,,,,92
US,,,,,,,,61
US,,Unknown,,,,,,62
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Unknown,,,,,52
US,Unknown,,,,,Personal vehicle,,52
GB,,,,,Unknown,,Documents,62
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,,,LAN access,,,62
BZ,Unknown,,Web application,,,,,51
CA,Unknown,,Unknown,,,,,71
US,,,,,,,,92
IN,PK,,Web application,,,,,51
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,Unknown,,42
US,Unknown,,,,Physical access,,,61
US,US,,Web application,,,,,92
US,Unknown,,,,Unknown,,,62
GB,GB,,Web application,,,,,56
US,Unknown,,,,,Personal vehicle,,61
US,Unknown,,,,,Unknown,,52
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,44
US,Unknown,,,,,Unknown,,62
US,TR,,Web application,,,,,92
US,,,,,,,,62
US,Unknown,,Unknown,,,,Email,62
CN,CN,,,,LAN access,,Unknown,92
CA,Unknown,,,,,Victim work area,,62
NL,Unknown,,,,,Personal vehicle,,62
GB,,Unknown,,,,,,62
US,,,,,,,,61
Unknown,Unknown,,,,,Victim public area,,00
PH,Unknown,,Web application,,,,,92
US,,,,,Physical access,,,62
US,IR,,Web application,,,,,51
US,,,,,,,,92
TR,Unknown,,,Unknown,,,,71
US,SY,,Web application,,,,,51
US,US,,,,,Victim work area,,54
US,,,,,LAN access,,,92
US,,,,,Physical access,,,62
US,,,Unknown,,,,,51
US,,,,,,,,62
US,,,,,,,,52
US,,,,,,,,62
US,Unknown,,,Unknown,,,,00
US,,,,,LAN access,,,51
CA,,,,,,,,62
US,,,,,,,,92
US,US,,,,,Personal vehicle,,62
Unknown,,,,,,,,00
US,,,,,,,,92
US,,,,,,,,92
CA,,,,,,,,62
Unknown,Unknown,,,,,Unknown,,00
US,,,,,LAN access,,,92
US,,,,,,,,92
US,Unknown,,,,,Victim work area,,62
CA,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,52
US,Unknown,,Web application,,,,,62
US,,,,,,,,52
US,Unknown,,,,,Victim public area,,44
US,Unknown,,Web application,,,,Email,62
CA,CA,,Physical access,,,,,52
GB,,Unknown,,,,,,62
LT,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,61
US,,,,,LAN access,,,61
US,,Unknown,,,Non-corporate,,,45
US,,US,,,,,,52
US,,,,,LAN access,,,62
US,,,,,LAN access,,,62
KR,Unknown,,Web application,,,Partner facility,,52
US,,,,,,,,62
US,,,,,LAN access,,,61
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,Unknown,,,,62
US,Unknown,,,,,,,62
US,,,,,,,,92
US,Unknown,,Unknown,,,,,51
US,,,,,,,,92
US,,Unknown,,,,,,52
US,Unknown,,Unknown,,,,,51
US,Unknown,,,Unknown,,,,61
US,,,,,,,,62
US,Unknown,,,,,Victim work area,,62
AU,,,,,,Victim work area,,92
Unknown,,,,,Unknown,,,00
NZ,Unknown,,,,,Personal residence,,92
JP,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,Unknown,,,92
US,,,,,LAN access,,,62
US,,,,,,,,62
CA,,,,,,,,61
US,,,,,LAN access,,,62
KR,KP,,Backdoor or C2,Email attachment,,,Email,00
CA,Unknown,,Unknown,,,,,51
US,Unknown,,Unknown,,,,,51
US,Unknown,,Unknown,,,,,62
US,US,,,,,Unknown,,62
PE,Unknown,,Unknown,,,,,51
US,Unknown,,,,,,Email,52
US,,,,,,,,42
US,Unknown,,Unknown,Unknown,,,,44
BE,Unknown,,,,,Public vehicle,,92
US,,,,,,Victim work area,,62
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,62
GB,,,,,,Victim work area,,92
US,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,62
US,,,,,LAN access,,,62
DE,,,,,,,,52
US,,,,,,,,92
US,GB,,Unknown,,,,,92
US,Unknown,,,,,,Email,61
US,Unknown,,,,,Victim public area,,52
US,Unknown,,,,,Unknown,,62
US,US,,,,,Personal vehicle,,62
US,US,,Web application,,,,,51
US,,,,,LAN access,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
US,Unknown,,,,,Victim work area,,62
US,,,,,,,,62
US,Unknown,,,Email link,,,Email,71
CZ,Unknown,,Web application,,,,,51
US,,,,,,,,61
US,,,,,,,,61
US,Unknown,,Unknown,,,,Email,62
AU,Unknown,,Unknown,,,,,54
US,,,,,Unknown,,,51
US,,,,,Physical access,,,92
US,Unknown,,,Unknown,,,,62
NZ,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,Victim public area,,44
GB,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Unknown,,,,,92
US,Unknown,,,,,,,62
US,Unknown,,,Unknown,,,,45
GB,,,,,Other,,,52
CA,,,,,,,,92
US,,,,,,,,62
US,,Unknown,,,LAN access,,,62
AT,Unknown,,Unknown,,,,,92
US,Unknown,,Unknown,,,,,44
RU,,,,,,,,62
US,US,,Web application,,,,,51
US,,,,,Unknown,,,42
GB,,,,,Unknown,,,92
US,,,,,Physical access,,,00
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,,,Unknown,Unknown,,,,51
US,,,,,Physical access,,,62
US,,,,,,,,52
US,Unknown,,,,,Victim work area,,52
US,,,,,LAN access,,,32
US,,,,,,,,92
AU,Unknown,,Web application,,,,,51
US,Unknown,,,,,Unknown,,62
US,US,,,,,Public facility,,44
US,Unknown,,Web application,,,,,51
CA,,,,,LAN access,,,61
FR,Unknown,,Web application,,,,,55
US,Unknown,,,Unknown,,,Email,54
US,US,,,,,Personal vehicle,,51
US,,,,,,,,92
GB,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,54
BR,Unknown,,Web application,,,,,92
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,62
US,Unknown,,Web application,,,,,44
GB,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,62
US,CN,,Unknown,Web drive-by,,,Email,51
GB,,,,,LAN access,,,92
IN,,,,,Physical access,,,48
US,Unknown,,Web application,,,,,92
US,,,,,LAN access,,,61
US,Unknown,,,,,,Unknown,61
US,Unknown,,Unknown,,,,,44
US,,,,,,,,92
US,,,,,,,,62
US,Unknown,,Unknown,,,,,52
US,,,,,,,,92
US,Unknown,,,,,Victim work area,,62
US,,,,,,,,92
IN,PK,,Web application,,,,,22
US,Unknown,,Partner,,,,,61
US,Unknown,,,Unknown,,,,72
AL,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,62
US,,,,,Physical access,,,71
US,Unknown,,,Unknown,,,,51
US,,,,,,,,48
US,Unknown,,,,,,,81
US,,,,,,Partner facility,,44
US,,,,,LAN access,,,62
US,US,,,,,Victim public area,,52
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,51
US,,,,,Physical access,,,62
CA,,Unknown,,,LAN access,,,62
GB,Unknown,,Unknown,,,,,54
US,Unknown,,,,,Personal vehicle,,33
CA,Unknown,,,,,Victim work area,,62
IE,,,,,,,,92
US,,,,,,,,62
US,,,,,LAN access,,,42
US,,,,,LAN access,,,54
US,,,,,,,,51
US,Unknown,,,,,,Unknown,62
US,Unknown,,,Unknown,,,,53
US,Unknown,,Web application,,,,,61
US,Unknown,,Unknown,,,,,53
US,Unknown,,Web application,,,,,48
GB,,,,,LAN access,,,92
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,,,,Physical access,,,81
US,,,,,,Victim work area,,72
US,US,,,,,,,51
AU,,,,,,,,52
US,,,,,,,,52
Unknown,Unknown,,Web application,,,,,54
US,,Unknown,,,,,,52
US,Unknown,,Web application,,,,,42
CA,CA,,,,,Personal vehicle,,92
US,Unknown,,Unknown,,,,,51
US,RU,,Web application,Direct install,,,,51
US,,,,,,,,62
US,US,,,,,Victim grounds,,52
US,Unknown,,,,,Unknown,,62
CA,Unknown,,Unknown,,,,,61
US,Unknown,,,,,Personal residence,,92
US,,,,,,,,92
US,,,,,LAN access,,,62
US,,,,,,,,62
US,,,,,LAN access,,,92
US,Unknown,,,,LAN access,,Unknown,62
US,Unknown,,Web application,,,,,54
US,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,61
US,,,Web application,,,,,92
US,Unknown,,Unknown,,,,,62
US,,,,,,,,92
US,,,,,,,,52
US,Unknown,,,,,Unknown,,61
US,Unknown,,,,,Victim work area,,62
US,,,,,Unknown,,,62
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
FI,Unknown,,,,,,,54
KR,KP,,Web application,,,,Email,45
US,Unknown,,,,,Unknown,,62
US,US,,,,,Victim work area,,61
Unknown,Unknown,,,,LAN access,,In-person,00
US,,US,,,LAN access,,,52
US,,,,,,,,92
US,Unknown,,Unknown,,,,,62
US,Unknown,,,,,Victim work area,,62
KR,Unknown,,Backdoor or C2,Direct install,,,,51
US,,,,,,,,62
NZ,Unknown,,,,,Unknown,,62
US,US,,,,,Victim public area,,44
GB,Unknown,,Unknown,,,,,51
US,Unknown,,,,,,Email,61
KR,Unknown,,Unknown,,,,,51
US,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,62
ES,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,,,51
US,,US,,,LAN access,,,92
CH,Unknown,,,,,Unknown,,51
US,Unknown,,,,,Unknown,,61
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,61
US,,,,,LAN access,,,56
US,Unknown,,,,,,,53
KR,,,,,LAN access,,,33
US,,,,,,,,92
Unknown,Unknown,,Unknown,,,,,62
NZ,,,,,,,,62
US,Unknown,,,,,Victim secure area,,81
US,Unknown,,,Email attachment,,,Email,62
US,,,,,,,,92
CA,,,,,LAN access,,,92
US,,Unknown,,,,,,62
IL,Unknown,,Web application,,,,,92
GB,,,,,,,,72
GB,Unknown,,,,,Partner vehicle,,62
US,Unknown,,,,,Victim work area,,61
NZ,,,,,,,,62
CA,Unknown,,Web application,,,,,81
IE,,,,,,,,62
US,US,,,,,Victim public area,,52
US,,,,,,,,52
AU,Unknown,,,,,Victim work area,,61
US,,,,,,,,92
US,US,,,,Other,,,48
US,,,,,,Victim work area,,62
AU,Unknown,,Unknown,Direct install,,,,48
US,,,,,LAN access,,,92
US,,US,,,,,,62
US,,,,,,,,61
US,AU,,Web application,Direct install,,,,54
US,,,,,LAN access,,,62
IE,Unknown,,,,,Victim grounds,,52
GB,,,,,Physical access,,,62
US,,,,,,,,92
US,US,,,,Physical access,,Social media,00
US,,,,,,,,92
US,Unknown,,,,,,Email,61
US,Unknown,,Web application,,,,,62
GB,,,,,,,,61
US,,,,,,,,61
US,Unknown,,Unknown,,,,,92
US,Unknown,,Web application,,,,,44
US,Unknown,,,,,Victim public area,,52
US,,,,,Physical access,,,32
BZ,Unknown,,Web application,,,,,92
US,Unknown,,Unknown,,,,,92
US,Unknown,,,,,Unknown,,54
MD,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,Unknown,Unknown,,,,,62
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,92
US,,,,,,,,62
GB,Unknown,,,,,Personal residence,,62
GB,Unknown,,Unknown,,,,,71
US,,,,,LAN access,,,62
US,CN,,,,Other,,,32
US,,,,,,,,62
US,Unknown,,Web application,,,,Email,62
CR,Unknown,,Unknown,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,Victim public area,,44
US,,,,,,,,92
US,,,,,LAN access,,,62
IN,PK,,Unknown,,,,,92
US,,Unknown,,,,,,52
US,Unknown,,,Unknown,,,,62
US,,,,,Physical access,,,92
US,,,,,Physical access,,,62
US,Unknown,,Web application,,,,Unknown,62
ZA,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Personal vehicle,,62
CA,,Unknown,,,,,,48
Unknown,,,,,LAN access,,,33
RU,RU,,Backdoor or C2,Email attachment,,,Email,54
US,Unknown,,,,,Personal vehicle,,62
US,,,,,LAN access,,,62
US,,,,,LAN access,,,81
JP,,,,,,,,48
US,,,,,,,,92
US,Unknown,,,,,Unknown,,52
US,,,,,LAN access,,,54
US,,,,,,,,62
US,Unknown,,Unknown,,,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,92
US,Unknown,,,,,Victim grounds,,44
JP,,JP,,,LAN access,,,55
US,,,,,LAN access,,,56
US,,,,,Physical access,,,51
Unknown,,,,,LAN access,,,00
GB,,,,,,,,92
US,,,,,LAN access,,,62
US,EE,,,,,Public facility,,52
US,,,,,,,,62
US,Unknown,,Unknown,Direct install,,,,44
US,Unknown,,Unknown,,,,,61
CA,CA,,,,,Personal vehicle,,92
US,,,,,,,,92
US,US,,,,Unknown,,,62
US,Unknown,,Unknown,,,,,92
NZ,,AU,,,Unknown,,,92
US,Unknown,,,,,Unknown,,52
US,Unknown,,,Unknown,,,,00
US,Unknown,,,,,Victim secure area,,42
US,,,,,LAN access,,,92
US,Unknown,,,,,Personal residence,,62
US,,,,,,,,92
US,,,,,LAN access,,,62
US,Unknown,,,,,Victim work area,,62
SE,Unknown,,Unknown,,,,,51
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,92
GB,,,,,Physical access,,,92
US,Unknown,,,Email attachment,,,,92
US,Unknown,,,,,Victim public area,,44
US,,,,,,,,62
ID,SY,,Web application,,,,,00
US,,Unknown,,,,,,62
US,US,,Web application,,,,,61
US,Unknown,,Unknown,Unknown,,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,LAN access,,In-person,44
GB,,,,,,,,49
GB,,,,,,,,81
US,,,,,,,,92
US,,,Unknown,Unknown,,,,51
US,,,,,,,,51
US,Unknown,,Unknown,,,,,44
US,,,,,,,,51
US,,,,,LAN access,,,81
CO,,,Unknown,,,,,92
GB,,Unknown,,,,,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
KE,PS,,Web application,,,,,52
US,,,,,,,,92
US,Unknown,,Web application,,,,,62
US,Unknown,,Web application,,,,,61
NZ,Unknown,,,,,Victim public area,,52
US,Unknown,,Unknown,,,,,52
SE,Unknown,,Unknown,,,,,71
US,,,,,,,,52
US,Unknown,,,,,Unknown,,55
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,Unknown,,Unknown,,,,,61
US,US,,,,,Victim public area,,52
US,Unknown,,,,,Victim public area,,52
HK,,,,,,,,61
US,,,,,LAN access,,,62
NZ,,,,,LAN access,Partner facility,,92
US,,,,,,,,62
US,,,,,Unknown,,,52
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
LK,Unknown,,Web application,,,,,51
CR,PK,,,,,,,51
US,Unknown,,,,,Public vehicle,,71
US,,,,,,,,92
US,,Unknown,,,,,,62
US,Unknown,,,,,Victim work area,,92
IL,,,,,,,,92
US,Unknown,,Web application,,,,,45
US,Unknown,,,,,,Email,52
GB,Unknown,,Web application,,,,,51
AT,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,92
US,Unknown,,,Unknown,,,,62
US,,,,,,,,52
IN,,,,,Unknown,,,62
GH,,,,,Unknown,,,62
US,Unknown,,,,,Victim work area,,62
US,,,,,,,,92
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,,,,LAN access,,,44
US,,,,,LAN access,,,62
US,,,,,,,,92
BG,Unknown,,Web application,,,,,54
US,,,,,,,,92
US,,,,,Unknown,,,52
US,Unknown,,,,,Personal vehicle,,92
CA,,,,,LAN access,,,22
US,Unknown,,Unknown,,,,,52
US,Unknown,,Web application,,,,,54
US,Unknown,,,,,Unknown,,62
IL,Unknown,,Web application,,,,,56
US,,,,,LAN access,,,53
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,Unknown,,61
US,Unknown,,,,Non-corporate,Personal vehicle,,61
US,,,,,Remote access,,,00
US,,,,,,,,92
US,,,,,Physical access,,,62
NZ,Unknown,,,Unknown,,,,92
CA,Unknown,,Unknown,Unknown,,,,61
US,Unknown,,Unknown,,,,,51
US,,,,,LAN access,,,92
CA,Unknown,,Unknown,,,,,61
US,Unknown,,,Email attachment,,,,72
US,US,,Web application,,,,,62
TR,Unknown,,Web application,,,,,62
US,US,,,,,Victim secure area,,62
US,,,,,,,,62
US,Unknown,,,,,Victim grounds,,21
GB,,,,,LAN access,,,81
US,Unknown,,Unknown,,,,,61
US,,,,,Physical access,,,72
US,,,,,,,,62
US,Unknown,,Web application,,,,,44
US,Unknown,,Unknown,,,,,52
GB,,,,,,,,61
GB,,,,,,,,92
US,Unknown,,,,,Victim work area,,33
US,,,,,LAN access,,,62
US,,,,,Physical access,,Documents,44
Unknown,Unknown,,,,LAN access,,Unknown,56
PR,,,,,,,,92
BR,Unknown,,Backdoor or C2,Email attachment,,,Email,92
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,Unknown,,,,62
US,Unknown,,,,,Victim work area,,54
US,Unknown,,,Unknown,,,,54
US,Unknown,,Web application,,,,,54
US,,,,,,,,92
US,Unknown,,,,,Victim public area,,44
CA,,,,,,,,00
US,,,,,,,,72
US,,,,,,,,92
Unknown,Unknown,,Unknown,,,,,23
US,Unknown,,Unknown,,,,,62
US,Unknown,,Web application,,,,,51
US,,,,,,,,92
US,,Unknown,,,,,,62
CN,,,,,,,,33
US,Unknown,,Web application,,,,,45
IE,GB,,,,Other,,,92
US,Unknown,,Backdoor or C2,,,,,54
US,Unknown,,,,,Unknown,,62
US,,,,,,Victim secure area,,62
US,Unknown,,,,,Victim work area,,62
US,Unknown,,Web application,,,,Email,62
US,Unknown,,Unknown,,,,,54
CA,,,,,LAN access,,,62
US,,,,,,,,92
US,US,,,,,Victim work area,,62
CN,Unknown,,Web application,,,,,45
DE,,,,,,,,92
US,,,,,,,,52
US,Unknown,,,Unknown,,,,62
Unknown,,,,,LAN access,,,00
PL,Unknown,,Web application,,,,,51
US,,,,,,,,92
US,,,Unknown,,,,,62
US,Unknown,,,,,Victim public area,,52
US,Unknown,,,,,Victim grounds,,44
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,,,,,,,45
US,Unknown,,Unknown,,,,,48
US,,,,,,,,92
Unknown,,,,,,,,92
GB,TN,,Unknown,,,,,61
US,,,,,,,,62
US,,,,,,,,92
NL,Unknown,,,,,,,92
US,,,,,,,,92
GB,Unknown,,Web application,,,,,51
US,Unknown,,,,,Unknown,,52
VN,VN,,Web application,,,,,51
US,,,,,LAN access,,,54
US,,,,,Physical access,,,51
US,Unknown,,Unknown,,,,,62
US,Unknown,,,,,Public vehicle,,52
US,Unknown,,Unknown,,,,,52
US,Unknown,,,,Unknown,,,62
US,,,,,LAN access,,,62
US,US,,,,LAN access,,,92
US,,,,,,,,52
PR,Unknown,,,,,Unknown,,62
US,Unknown,,Unknown,,,,,51
CA,Unknown,,Unknown,,,,,51
US,Unknown,,Unknown,,,,,61
JP,US,,Web application,,,,,45
US,,,,,,,,62
US,Unknown,,Web application,,,,,62
PR,Unknown,,,Unknown,,,,62
TZ,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,Web application,Web drive-by,,,,72
US,US,,,,,Victim work area,,62
US,,,,,LAN access,,,62
US,,,,,,,,54
US,Unknown,,,,,,Email,92
US,,,,,Physical access,,,62
US,Unknown,,,,,Partner vehicle,,51
US,,,,,,,,62
NZ,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,Unknown,,,,54
US,,,,,LAN access,,,52
SY,Unknown,,Web application,,,,,00
US,,,,,,,,62
US,Unknown,,,Unknown,,,,72
US,Unknown,,,,,,,62
US,,,,,Physical access,,,62
US,,,,,LAN access,,,62
US,,,,,,,,62
GB,GB,,Web application,,,,,56
NL,,,,,,,,92
US,Unknown,,,,,,,62
US,Unknown,,Unknown,,,,,92
FI,,,,,,,,62
US,Unknown,,,,,Personal residence,,32
US,,,,,,,,62
US,,,,,,Public facility,,44
US,Unknown,,Unknown,,,,,62
IR,US,,,,,,,92
US,Unknown,,,,,Unknown,,33
US,,,,,,,,61
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,Direct install,,,,61
US,Unknown,,Other,,,,,00
US,,,,,,,,92
US,Unknown,,,,LAN access,,Unknown,92
US,Unknown,,Unknown,,,,,62
NZ,,,,,,,,92
GB,Unknown,,,,,Partner facility,,44
US,Unknown,,Web application,,,,,51
US,Unknown,,,,,Uncontrolled location,,52
GB,,,,,,,,62
US,,,,,LAN access,,,62
CA,CA,,,,,Victim work area,,62
US,Unknown,,,,,Unknown,,61
YE,ID,,Web application,,,,,00
IN,TR,,Web application,,,,,48
US,,,,,Physical access,,,62
US,,Unknown,,,,,,52
DE,PS,,Web application,,,,,51
US,,Unknown,,,,,,62
US,,,,,LAN access,,,92
US,,,,,LAN access,,,42
US,Unknown,,Backdoor or C2,,,,,56
Unknown,Unknown,,Unknown,,,,,51
US,Unknown,,,,,Victim grounds,,52
US,,,,,LAN access,,,92
US,,,,,Unknown,,,92
US,,,,,,,,62
US,RO,,,,,Public facility,,49
US,,,,,LAN access,,,92
CN,Unknown,,Web application,,,,,92
BE,GB,,Backdoor or C2,Web drive-by,,,Email,51
US,,,,,,,,92
GB,,,,,,,,62
US,,,,,LAN access,,,62
US,RU,,,Email attachment,,,Software,23
US,Unknown,,,,,Victim work area,,62
GB,,,,,,,,92
US,Unknown,,,,LAN access,,In-person,52
US,Unknown,,Unknown,,,,,62
US,,,,,LAN access,,,92
ET,Unknown,,Web application,,,,,52
US,Unknown,,Unknown,,,,,56
US,,,,,Physical access,,,72
US,,,,,Physical access,,,72
US,Unknown,,,,,Personal vehicle,,61
US,,,,,LAN access,,,92
US,,,,,Physical access,,,62
US,,,,,,,,92
CA,Unknown,,Web application,,,,,92
US,,,,,,,,61
US,,,,,LAN access,,,54
AU,,,,,,,,62
US,,,,,LAN access,,,92
US,Unknown,,,Unknown,,,,54
CA,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,33
US,US,,,,,Personal residence,,61
US,Unknown,,,,,Victim public area,,52
US,Unknown,,,,,,Email,61
US,,,,,LAN access,,,62
Unknown,,,,,Physical access,,,00
US,,,,,,Victim work area,,62
SY,AF,,Web application,,,,,92
AE,Unknown,,,,,,,48
US,,,,,,,,92
GB,,,,,,,,62
US,,,,,,,,72
US,Unknown,,,Unknown,,,,61
US,,,,,Unknown,,,44
US,Unknown,,,,,Personal vehicle,,54
JP,CN,,Backdoor or C2,Web drive-by,,,,00
US,,,,,Physical access,,,62
US,Unknown,Unknown,,,Unknown,,,51
US,,,,,,,,92
US,,US,,,,,,61
US,Unknown,,Web application,,,,,51
US,,Unknown,,,,,,62
AR,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,55
US,,,,,LAN access,,,92
US,,,,,,,,92
KR,KP,,Backdoor or C2,Direct install,,,Email,51
US,Unknown,,Web application,,,,,61
US,,,,,Physical access,,,62
US,Unknown,,,,,Unknown,,52
US,,,,,LAN access,,,44
US,,,,,,,,61
US,,,,,LAN access,,,92
IE,Unknown,,,,,Unknown,,92
US,,,,,Physical access,,Documents,92
IE,,,,,LAN access,,,52
US,CN,,,,LAN access,,Unknown,33
CA,,,,,LAN access,,,92
IN,PK,,Web application,,,,,92
US,Unknown,Unknown,,,,,,62
US,,,,,,,,92
Unknown,,,,,,,,00
US,Unknown,,,,,Victim work area,,62
US,Unknown,,Web application,Unknown,,,,45
PK,Unknown,,Web application,,,,,51
US,,,,,Physical access,,,62
GB,Unknown,,Web application,,,,,45
Unknown,Unknown,,Web application,,,,,62
US,Unknown,,Web application,,,,Unknown,51
US,,,,,,,,62
NZ,Unknown,,,,Other,,,62
US,US,,,,Remote access,,,51
US,,,,,,,,92
CA,Unknown,,Web application,,,,,61
IL,TR,,Web application,,,,,92
US,Unknown,,,,,Personal vehicle,,62
GB,Unknown,,Web application,,,,,52
US,,Unknown,,,,,,62
US,Unknown,,Web application,,,,,45
US,,,,,Unknown,,,00
US,,,,,,,,62
US,Unknown,,,,,Victim grounds,,44
US,Unknown,,Unknown,,,,,33
US,Unknown,,,,,Unknown,,62
US,Unknown,,3rd party desktop,,,,,81
US,,,,,,,,92
MY,Unknown,,Unknown,,,,,62
GB,,,,,,,,62
MX,Unknown,,Web application,,,,,51
US,,,,,Non-corporate,,,72
GB,,Unknown,,,,,,62
US,Unknown,,,,,Victim work area,,62
US,,,,,,,,62
